startX,startY,startZ,endX,endY,endZ,startRadius,endRadius
-34229.867,-113263.234,0,-34324.676,-113073.11,0,162.7223,147.60347
-34136.457,-113454.734,0,-34229.867,-113263.234,0,167.25478,162.7223
-34023.453,-113625.375,0,-34136.457,-113454.734,0,162.82225,167.25478
-33887.105,-113771.086,0,-34023.453,-113625.375,0,155.09828,162.82225
-33740.8,-113905.945,0,-33887.105,-113771.086,0,149.75069,155.09828
-33625.734,-114027.92,0,-33740.8,-113905.945,0,147.65636,149.75069
-33523.832,-114167.4,0,-33625.734,-114027.92,0,140.86685,147.65636
-33425.83,-114312.27,0,-33523.832,-114167.4,0,135.49455,140.86685
-33312.113,-114436.91,0,-33425.83,-114312.27,0,141.30927,135.49455
-33164.79,-114517.91,0,-33312.113,-114436.91,0,162.22615,141.30927
-32979.746,-114549.875,0,-33164.79,-114517.91,0,190.52925,162.22615
-32771.33,-114551.484,0,-32979.746,-114549.875,0,210.46794,190.52925
-32566.688,-114558.16,0,-32771.33,-114551.484,0,209.09212,210.46794
-32392.596,-114604.79,0,-32566.688,-114558.16,0,185.93735,209.09212
-32262.154,-114708.46,0,-32392.596,-114604.79,0,153.76588,185.93735
-30277.95,-117327.23,0,-30316.615,-117116.61,0,144.60696,166.7869
-30316.615,-117116.61,0,-30311.518,-116871.96,0,166.7869,194.70203
-30311.518,-116871.96,0,-30300.078,-116622.51,0,194.70203,211.9842
-30300.078,-116622.51,0,-30328.227,-116404.09,0,211.9842,206.59352
-30328.227,-116404.09,0,-30427.443,-116241.33,0,206.59352,180.11618
-30427.443,-116241.33,0,-30599.037,-116135.42,0,180.11618,147.11066
-30599.037,-116135.42,0,-30814.574,-116064.48,0,147.11066,124.845406
-30814.574,-116064.48,0,-31032.008,-115996.02,0,124.845406,121.532104
-31032.008,-115996.02,0,-31218.342,-115904.67,0,121.532104,132.19641
-31218.342,-115904.67,0,-31365.773,-115784.516,0,132.19641,144.82553
-31365.773,-115784.516,0,-31492.541,-115649.92,0,144.82553,150.95065
-31492.541,-115649.92,0,-31628.549,-115524.266,0,150.95065,151.52359
-31628.549,-115524.266,0,-31764,-115427.516,0,151.52359,150.5055
-31764,-115427.516,0,-31894.215,-115323.78,0,150.5055,143.75134
-31894.215,-115323.78,0,-32004.012,-115193.29,0,143.75134,131.62907
-32004.012,-115193.29,0,-32090.865,-115032.766,0,131.62907,123.23926
-32090.865,-115032.766,0,-32168.797,-114860.555,0,123.23926,129.62921
-32168.797,-114860.555,0,-32262.154,-114708.46,0,129.62921,153.76588
-30217.998,-113164.7,0,-30387.168,-113052.86,0,255.86513,220.61183
-30387.168,-113052.86,0,-30539.826,-112926.195,0,220.61183,190.97739
-30539.826,-112926.195,0,-30657.531,-112768.555,0,190.97739,200.15744
-30657.531,-112768.555,0,-30737.467,-112578.76,0,200.15744,261.4918
-30737.467,-112578.76,0,-30794.863,-112372.95,0,261.4918,355.8331
-30794.863,-112372.95,0,-30855.777,-112177.66,0,355.8331,443.24326
-35933.035,-111880.43,0,-36051.83,-111719.41,0,198.66388,198.849
-35828.418,-112057.15,0,-35933.035,-111880.43,0,201.02782,198.66388
-34585.703,-110943.836,0,-34659.79,-110755.75,0,631.61584,722.68317
-34484.17,-111103.82,0,-34585.703,-110943.836,0,545.96533,631.61584
-34359.324,-111238.8,0,-34484.17,-111103.82,0,500.50192,545.96533
-34224.18,-111360.83,0,-34359.324,-111238.8,0,496.32718,500.50192
-34091.52,-111481.77,0,-34224.18,-111360.83,0,508.3697,496.32718
-33965.68,-111604.95,0,-34091.52,-111481.77,0,511.11072,508.3697
-33855.098,-111702.57,0,-33965.68,-111604.95,0,507.5162,511.11072
-33734.89,-111779.25,0,-33855.098,-111702.57,0,514.5142,507.5162
-33605.023,-111822.805,0,-33734.89,-111779.25,0,550.7897,514.5142
-33465.902,-111827.2,0,-33605.023,-111822.805,0,609.0515,550.7897
-33318.87,-111799.484,0,-33465.902,-111827.2,0,654.55396,609.0515
-33166.164,-111759.01,0,-33318.87,-111799.484,0,648.1347,654.55396
-33010.3,-111729.13,0,-33166.164,-111759.01,0,576.7041,648.1347
-32853.28,-111726.03,0,-33010.3,-111729.13,0,467.12628,576.7041
-32696.033,-111750.914,0,-32853.28,-111726.03,0,371.5252,467.12628
-32538.422,-111790.14,0,-32696.033,-111750.914,0,333.91718,371.5252
-32379.82,-111823.41,0,-32538.422,-111790.14,0,362.52203,333.91718
-32219.945,-111835.07,0,-32379.82,-111823.41,0,427.77765,362.52203
-32059.451,-111822.57,0,-32219.945,-111835.07,0,486.38226,427.77765
-31899.986,-111797.14,0,-32059.451,-111822.57,0,512.09546,486.38226
-31743.686,-111776.734,0,-31899.986,-111797.14,0,509.82758,512.09546
-31592.408,-111775.625,0,-31743.686,-111776.734,0,503.73038,509.82758
-31488.332,-111782.66,0,-31592.408,-111775.625,0,509.6723,503.73038
-31410.346,-111796.266,0,-31592.408,-111775.625,0,486.29184,503.73038
-31384.72,-111782.89,0,-31488.332,-111782.66,0,510.3689,509.6723
-31283.133,-111767.38,0,-31384.72,-111782.89,0,481.2575,510.3689
-31231.979,-111835.21,0,-31410.346,-111796.266,0,486.19656,486.29184
-31184.219,-111732.586,0,-31283.133,-111767.38,0,420.48468,481.2575
-31071.457,-111904.49,0,-31231.979,-111835.21,0,497.24094,486.19656
-31087.086,-111684.33,0,-31184.219,-111732.586,0,359.7733,420.48468
-30989.572,-111636.016,0,-31087.086,-111684.33,0,345.31204,359.7733
-30944.295,-112017.45,0,-31071.457,-111904.49,0,491.26358,497.24094
-30889.322,-111602.234,0,-30989.572,-111636.016,0,402.33005,345.31204
-30855.777,-112177.66,0,-30944.295,-112017.45,0,443.24326,491.26358
-30785.041,-111591.18,0,-30889.322,-111602.234,0,511.95364,402.33005
-30677.244,-111600.164,0,-30785.041,-111591.18,0,620.2873,511.95364
-30568.01,-111617.09,0,-30677.244,-111600.164,0,674.1267,620.2873
-30459.92,-111626.875,0,-30568.01,-111617.09,0,656.22894,674.1267
-30354.758,-111619.19,0,-30459.92,-111626.875,0,593.36694,656.22894
-30252.676,-111593.52,0,-30354.758,-111619.19,0,532.2774,593.36694
-35782.637,-109685.93,0,-35947.418,-109645.305,0,589.0732,598.41113
-35622.855,-109742.05,0,-35782.637,-109685.93,0,558.2287,589.0732
-35457.188,-109801.56,0,-35622.855,-109742.05,0,506.99927,558.2287
-35284.625,-109862.375,0,-35457.188,-109801.56,0,465.91956,506.99927
-35115.777,-109934.13,0,-35284.625,-109862.375,0,473.3307,465.91956
-34967.367,-110032.69,0,-35115.777,-109934.13,0,543.7144,473.3307
-34852.617,-110170.305,0,-34967.367,-110032.69,0,651.2118,543.7144
-34772.895,-110347.31,0,-34852.617,-110170.305,0,742.36633,651.2118
-34715.65,-110549.92,0,-34772.895,-110347.31,0,769.8266,742.36633
-34659.79,-110755.75,0,-34715.65,-110549.92,0,722.68317,769.8266
-34784.574,-103805.7,0,-34931.727,-103785.32,0,351.457,400.0592
-34636.37,-103782.98,0,-34784.574,-103805.7,0,295.36722,351.457
-34931.727,-103785.32,0,-35076.723,-103736.29,0,400.0592,418.56473
-34488.016,-103720.55,0,-34636.37,-103782.98,0,256.68628,295.36722
-35076.723,-103736.29,0,-35218.33,-103682.97,0,418.56473,400.30148
-30518.969,-103700.31,0,-30666.07,-103701,0,292.61038,245.43546
-30370.607,-103673.88,0,-30518.969,-103700.31,0,317.53375,292.61038
-30666.07,-103701,0,-30811.582,-103669.05,0,245.43546,195.2943
